AssignID,EmpID,ProjectID,Role,HoursWorked
22311,9669,375,Tech Lead,91
22312,386,431,Business Analyst,55
22313,2679,484,Business Analyst,65
22314,1755,433,Business Analyst,112
22315,2924,295,QA Engineer,116
22316,8795,232,Tech Lead,129
22317,8171,218,QA Engineer,127
22318,5539,325,Project Manager,194
22319,1100,267,Business Analyst,177
22320,4845,285,Project Manager,172
22321,1199,28,Developer,79
22322,4356,126,Developer,181
22323,415,330,Project Manager,11
22324,6474,450,Project Manager,171
22325,7403,224,QA Engineer,193
22326,553,177,Developer,102
22327,3063,74,QA Engineer,118
22328,7662,69,QA Engineer,208
22329,3869,140,Project Manager,186
22330,1513,29,Tech Lead,54
22331,5301,355,QA Engineer,108
22332,6303,32,Tech Lead,101
22333,7937,292,Developer,194
22334,7250,209,QA Engineer,191
22335,4061,485,Business Analyst,56
22336,310,126,QA Engineer,54
22337,9750,254,Developer,69
22338,9179,455,QA Engineer,133
22339,166,445,Business Analyst,19
22340,1191,306,Project Manager,76
22341,5114,327,QA Engineer,54
22342,665,31,QA Engineer,10
22343,2729,272,Business Analyst,17
22344,1548,258,QA Engineer,122
22345,3378,407,Developer,14
22346,4826,457,Tech Lead,96
22347,7873,485,Business Analyst,20
22348,9979,329,Project Manager,107
22349,5855,189,Project Manager,160
22350,1570,109,Project Manager,179
22351,7869,291,QA Engineer,127
22352,7970,420,Developer,57
22353,921,210,QA Engineer,103
22354,473,94,Project Manager,11
22355,6526,199,QA Engineer,91
22356,7648,8,Business Analyst,95
22357,1589,277,Business Analyst,102
22358,9811,301,QA Engineer,36
22359,9740,65,Project Manager,44
22360,3050,165,Developer,70
22361,969,253,QA Engineer,22
22362,8284,334,Developer,121
22363,4293,103,Tech Lead,164
22364,6352,102,Tech Lead,51
22365,751,244,Developer,98
22366,9467,366,Project Manager,83
22367,8331,55,Developer,165
22368,8393,331,QA Engineer,182
22369,3616,401,Developer,93
22370,5015,189,Tech Lead,198
22371,8081,220,Business Analyst,75
22372,8552,277,Project Manager,171
22373,4269,398,QA Engineer,105
22374,9762,280,Business Analyst,84
22375,9148,44,Business Analyst,190
22376,333,424,Project Manager,12
22377,5426,182,Tech Lead,145
22378,7243,463,QA Engineer,15
22379,5281,127,QA Engineer,19
22380,143,9,QA Engineer,108
22381,2070,158,Tech Lead,88
22382,4861,128,Tech Lead,74
22383,9843,178,QA Engineer,76
22384,3293,499,Project Manager,148
22385,9750,439,Developer,55
22386,1809,89,Developer,175
22387,2275,55,Business Analyst,186
22388,1592,452,Business Analyst,89
22389,303,1,Business Analyst,89
22390,9419,196,Business Analyst,65
22391,7507,206,Business Analyst,184
22392,8929,439,QA Engineer,59
22393,6056,257,Project Manager,41
22394,9899,93,Project Manager,115
22395,3504,473,Tech Lead,58
22396,1306,280,Project Manager,174
22397,2145,123,Developer,81
22398,9646,450,Business Analyst,14
22399,7735,479,Developer,33
22400,5093,227,Project Manager,181
22401,1589,439,Tech Lead,84
22402,5563,321,Business Analyst,78
22403,2123,465,Developer,24
22404,2474,251,Business Analyst,184
22405,3350,331,Developer,172
22406,3403,297,Business Analyst,132
22407,7465,363,Tech Lead,178
22408,7986,112,Developer,156
22409,5891,94,Developer,67
22410,9624,176,QA Engineer,188
22411,51,163,Tech Lead,185
22412,707,331,QA Engineer,99
22413,3063,398,Project Manager,69
22414,5323,49,Tech Lead,16
22415,3685,39,Project Manager,95
22416,6587,379,Developer,134
22417,5502,202,Tech Lead,196
22418,6102,338,QA Engineer,170
22419,3776,402,Developer,135
22420,6223,223,Project Manager,177
22421,8288,68,QA Engineer,26
22422,7425,474,QA Engineer,13
22423,328,226,Business Analyst,67
22424,6131,217,Project Manager,135
22425,600,63,Project Manager,34
22426,6869,355,QA Engineer,43
22427,1456,190,Developer,183
22428,6883,247,QA Engineer,209
22429,9523,96,Business Analyst,70
22430,3708,224,QA Engineer,207
22431,2791,357,QA Engineer,52
22432,5534,208,Tech Lead,170
22433,8552,136,Developer,176
22434,9970,228,Tech Lead,180
22435,5114,161,Developer,197
22436,9929,99,QA Engineer,68
22437,7378,355,Developer,36
22438,8317,376,QA Engineer,155
22439,8872,348,Tech Lead,52
22440,4107,254,QA Engineer,19
22441,9740,282,Tech Lead,204
22442,5003,199,Business Analyst,88
22443,9415,461,Tech Lead,37
22444,4451,100,Developer,24
22445,8988,137,Project Manager,122
22446,909,288,Tech Lead,68
22447,6717,186,Project Manager,73
22448,5281,462,Business Analyst,87
22449,9797,204,Business Analyst,40
22450,7789,42,Tech Lead,195
22451,5319,299,Tech Lead,114
22452,2760,64,Tech Lead,137
22453,673,185,Developer,186
22454,3684,466,Project Manager,103
22455,7087,472,Business Analyst,141
22456,3230,4,Business Analyst,193
22457,4391,315,Developer,10
22458,1084,456,Tech Lead,170
22459,9624,426,Project Manager,50
22460,2953,17,Developer,153
22461,8839,264,Project Manager,41
22462,8855,109,QA Engineer,119
22463,526,458,Project Manager,141
22464,2341,297,Developer,37
22465,7881,323,Tech Lead,204
22466,8681,369,Project Manager,80
22467,5416,459,QA Engineer,32
22468,6487,434,Tech Lead,63
22469,335,138,Tech Lead,84
22470,172,497,Project Manager,112
22471,2002,207,Business Analyst,29
22472,15,199,QA Engineer,32
22473,9501,199,QA Engineer,43
22474,4756,73,Tech Lead,58
22475,7019,250,Business Analyst,143
22476,8421,123,QA Engineer,132
22477,803,326,Developer,53
22478,7405,270,Project Manager,135
22479,9735,237,Tech Lead,57
22480,6063,4,Developer,77
22481,7405,392,Project Manager,83
22482,5450,392,Business Analyst,35
22483,3805,2,Project Manager,140
22484,4405,192,Developer,158
22485,9810,145,QA Engineer,33
22486,5319,97,QA Engineer,191
22487,5932,145,Project Manager,77
22488,3685,107,QA Engineer,161
22489,6063,234,QA Engineer,136
22490,8069,222,Developer,47
22491,1832,124,Business Analyst,44
22492,6742,430,QA Engineer,145
22493,9689,206,QA Engineer,59
22494,6657,384,Business Analyst,109
22495,7808,470,Business Analyst,108
22496,7373,44,QA Engineer,207
22497,8523,16,QA Engineer,182
22498,2651,344,Tech Lead,195
22499,9853,472,QA Engineer,73
22500,7546,255,Developer,55
22501,2766,259,Business Analyst,185
22502,3320,473,Business Analyst,100
22503,7084,414,Tech Lead,68
22504,3933,119,Developer,52
22505,1708,263,Project Manager,32
22506,233,237,Tech Lead,130
22507,4792,349,Developer,160
22508,6692,65,QA Engineer,39
22509,8771,485,QA Engineer,158
22510,8393,279,Project Manager,137
22511,892,25,QA Engineer,95
22512,8895,116,Tech Lead,203
22513,9685,247,Project Manager,108
22514,5109,481,Project Manager,65
22515,6925,140,Business Analyst,197
22516,3389,239,Business Analyst,18
22517,5889,91,Developer,174
22518,4845,474,Project Manager,119
22519,9074,176,Developer,163
22520,8157,123,QA Engineer,144
22521,6690,383,Developer,189
22522,1466,476,Tech Lead,75
22523,4762,85,Tech Lead,108
22524,6627,117,Tech Lead,70
22525,1193,251,Developer,28
22526,7416,394,Business Analyst,10
22527,9660,63,QA Engineer,82
22528,1345,293,Project Manager,168
22529,4127,352,Developer,102
22530,4835,210,QA Engineer,45
22531,2734,151,QA Engineer,169
22532,3909,175,Developer,207
22533,6035,202,Tech Lead,149
22534,4921,263,Developer,166
22535,6730,46,Business Analyst,170
22536,9325,9,Tech Lead,86
22537,3130,286,Project Manager,76
22538,206,328,Tech Lead,10
22539,6749,199,Project Manager,39
22540,4284,57,QA Engineer,200
22541,9853,379,Tech Lead,22
22542,8931,330,Project Manager,25
22543,466,248,Tech Lead,189
22544,3156,83,Project Manager,151
22545,9229,12,QA Engineer,172
22546,6599,300,Business Analyst,134
22547,8393,445,Project Manager,100
22548,6754,124,Tech Lead,157
22549,3812,364,Project Manager,193
22550,970,409,Project Manager,44
22551,8802,370,QA Engineer,192
22552,6175,63,Project Manager,125
22553,9492,459,Tech Lead,48
22554,5144,48,Business Analyst,182
22555,1382,400,QA Engineer,203
22556,6514,354,Business Analyst,99
22557,5080,318,Developer,35
22558,4228,66,Project Manager,101
22559,4575,444,QA Engineer,167
22560,4785,181,Developer,175
22561,9730,375,Business Analyst,189
22562,2172,127,Business Analyst,29
22563,3789,21,QA Engineer,207
22564,4594,361,Project Manager,125
22565,3626,32,QA Engineer,120
22566,1779,32,Developer,135
22567,836,413,Business Analyst,14
22568,7791,153,Business Analyst,119
22569,8493,299,Tech Lead,175
22570,5704,345,Business Analyst,23
22571,3272,351,Project Manager,205
22572,4795,460,Project Manager,31
22573,107,100,Business Analyst,60
22574,2535,59,QA Engineer,159
22575,5333,46,Tech Lead,128
22576,864,212,Project Manager,25
22577,6299,76,Tech Lead,58
22578,9107,206,Business Analyst,121
22579,5450,392,Developer,82
22580,9735,55,Business Analyst,38
22581,4093,175,Business Analyst,163
22582,4996,271,Project Manager,112
22583,4188,23,QA Engineer,19
22584,4586,248,Tech Lead,97
22585,915,282,Business Analyst,186
22586,6035,134,Developer,182
22587,5683,333,Business Analyst,88
22588,900,118,Developer,189
22589,9503,96,Business Analyst,145
22590,107,61,Project Manager,175
22591,7878,467,QA Engineer,82
22592,143,303,QA Engineer,44
22593,7090,212,Developer,34
22594,4395,322,Tech Lead,147
22595,8125,465,Project Manager,172
22596,9727,446,Project Manager,25
22597,3083,180,Project Manager,113
22598,170,55,Developer,23
22599,3393,339,Project Manager,160
22600,9324,32,Developer,166
22601,8556,47,Tech Lead,176
22602,1233,356,Business Analyst,107
22603,4049,90,Business Analyst,66
22604,4450,213,Business Analyst,85
22605,4606,355,Tech Lead,161
22606,2413,447,Project Manager,172
22607,1620,30,Developer,147
22608,4037,447,Project Manager,58
22609,5598,351,QA Engineer,119
22610,5443,326,QA Engineer,19
22611,3376,229,Tech Lead,86
22612,1293,437,Developer,78
22613,3630,248,Project Manager,123
22614,6436,392,Developer,171
22615,7878,173,Tech Lead,45
22616,4800,433,Tech Lead,28
22617,2145,211,QA Engineer,74
22618,7222,203,Project Manager,110
22619,9488,406,Business Analyst,27
22620,3292,253,Project Manager,23
22621,1524,328,Tech Lead,93
22622,1476,474,Project Manager,55
22623,6436,484,Tech Lead,59
22624,7221,364,QA Engineer,200
22625,7688,364,Project Manager,150
22626,5453,499,QA Engineer,112
22627,838,52,QA Engineer,183
22628,9247,397,Tech Lead,12
22629,8637,327,Tech Lead,169
22630,1402,73,Business Analyst,164
22631,7609,451,Tech Lead,89
22632,5949,26,Tech Lead,12
22633,8379,161,Developer,72
22634,8101,258,Project Manager,22
22635,9232,480,Developer,101
22636,9595,449,Developer,162
22637,4779,89,Developer,84
22638,2636,318,Tech Lead,87
22639,6747,73,Tech Lead,11
22640,7060,74,Tech Lead,193
22641,7749,115,Tech Lead,122
22642,2385,117,Tech Lead,203
22643,2958,5,Business Analyst,16
22644,1640,481,Tech Lead,60
22645,6069,441,Business Analyst,186
22646,1545,179,QA Engineer,140
22647,1934,467,Business Analyst,21
22648,9144,239,Project Manager,29
22649,9415,342,Developer,169
22650,8178,51,Developer,180
22651,9010,476,Developer,30
22652,6922,470,Tech Lead,62
22653,8197,287,Developer,191
22654,6257,210,Business Analyst,77
22655,8896,372,Developer,139
22656,3933,492,Tech Lead,11
22657,5251,378,Business Analyst,57
22658,1991,191,Developer,84
22659,3881,25,Business Analyst,193
22660,1712,111,Tech Lead,93
22661,3219,337,Tech Lead,47
22662,8749,310,Developer,177
22663,6419,153,Project Manager,105
22664,2967,26,Developer,120
22665,5799,394,Developer,134
22666,810,275,Project Manager,167
22667,6167,131,Project Manager,110
22668,730,47,Developer,181
22669,2417,233,Business Analyst,110
22670,1892,99,Project Manager,49
22671,1829,334,Business Analyst,75
22672,3694,474,Project Manager,143
22673,6622,491,QA Engineer,43
22674,1409,66,Tech Lead,138
22675,9747,264,QA Engineer,137
22676,8640,60,Project Manager,104
22677,218,139,QA Engineer,80
22678,2044,469,QA Engineer,91
22679,7133,254,Project Manager,36
22680,6586,241,Developer,84
22681,9624,240,Developer,110
22682,6299,264,Business Analyst,112
22683,5547,273,Project Manager,94
22684,6705,258,Tech Lead,181
22685,3378,24,Business Analyst,160
22686,5281,72,QA Engineer,99
22687,8556,59,QA Engineer,66
22688,3344,441,Project Manager,108
22689,3435,46,Developer,34
22690,9830,426,QA Engineer,174
22691,6476,481,Project Manager,81
22692,8370,23,Business Analyst,149
22693,5534,432,Tech Lead,20
22694,9904,268,Developer,83
22695,330,470,QA Engineer,175
22696,851,492,Tech Lead,106
22697,4429,461,Developer,66
22698,5436,330,Developer,111
22699,9147,50,Tech Lead,54
22700,3758,396,Business Analyst,206
22701,8275,419,QA Engineer,78
22702,3752,82,Developer,186
22703,1217,50,Developer,56
22704,4566,41,Project Manager,115
22705,6605,77,QA Engineer,163
22706,5457,362,Developer,15
22707,9063,165,Business Analyst,105
22708,217,318,QA Engineer,196
22709,586,32,Tech Lead,44
22710,7824,137,Project Manager,105
22711,1944,13,Project Manager,170
22712,1473,48,QA Engineer,162
22713,4846,409,Developer,170
22714,3416,373,Tech Lead,99
22715,8772,181,Project Manager,205
22716,7256,288,Project Manager,25
22717,2682,84,QA Engineer,80
22718,900,489,Business Analyst,22
22719,7746,163,Tech Lead,127
22720,9161,154,QA Engineer,148
22721,4379,117,Developer,65
22722,9797,171,Tech Lead,126
22723,461,451,Tech Lead,48
22724,2035,426,Tech Lead,156
22725,3978,339,Project Manager,63
22726,8165,346,QA Engineer,181
22727,8849,222,Developer,124
22728,7277,157,QA Engineer,60
22729,4711,459,Developer,53
22730,9712,140,Business Analyst,53
22731,9444,159,Developer,52
22732,8549,392,Tech Lead,118
22733,864,232,Business Analyst,133
22734,1837,424,Developer,81
22735,7336,356,Project Manager,101
22736,2335,231,Business Analyst,86
22737,9916,425,Developer,114
22738,2530,188,Developer,115
22739,7373,272,QA Engineer,175
22740,2636,78,QA Engineer,197
22741,2962,396,Tech Lead,174
22742,6051,451,Tech Lead,102
22743,3681,390,Business Analyst,181
22744,8063,483,Business Analyst,87
22745,8993,340,Project Manager,36
22746,5661,12,Project Manager,132
22747,8811,471,Business Analyst,131
22748,9178,28,Business Analyst,197
22749,1951,50,Tech Lead,38
22750,7900,104,Business Analyst,16
22751,7790,83,Project Manager,10
22752,4391,217,QA Engineer,34
22753,6936,251,Business Analyst,127
22754,6167,206,QA Engineer,85
22755,3382,192,Developer,13
22756,9254,263,Project Manager,104
22757,1753,160,Developer,65
22758,3617,90,Business Analyst,68
22759,7021,256,Tech Lead,31
22760,8721,193,QA Engineer,11
22761,2199,59,Tech Lead,199
22762,4795,84,Developer,153
22763,704,34,Business Analyst,81
22764,8717,161,QA Engineer,173
22765,7457,272,Developer,27
22766,2275,312,Tech Lead,94
22767,2318,485,QA Engineer,23
22768,8783,323,Business Analyst,111
22769,6618,440,Developer,23
22770,9106,41,QA Engineer,173
22771,293,138,QA Engineer,195
22772,3434,196,QA Engineer,21
22773,6579,234,Developer,63
22774,9538,388,Developer,209
22775,4037,269,Project Manager,208
22776,4228,275,QA Engineer,162
22777,4260,429,Business Analyst,77
22778,2377,277,QA Engineer,164
22779,2414,184,Developer,167
22780,9069,447,Developer,54
22781,5192,371,Developer,171
22782,9140,446,QA Engineer,137
22783,4705,313,Project Manager,188
22784,9154,366,QA Engineer,198
22785,3376,435,Tech Lead,147
22786,7558,420,QA Engineer,114
22787,5982,211,QA Engineer,113
22788,3667,446,QA Engineer,124
22789,3767,463,Developer,57
22790,2302,404,Business Analyst,155
22791,7900,440,Business Analyst,128
22792,9472,155,Tech Lead,105
22793,5617,242,Tech Lead,23
22794,6713,3,Business Analyst,140
22795,9501,340,Project Manager,69
22796,6240,454,Tech Lead,34
22797,7286,406,Developer,54
22798,5015,467,Developer,130
22799,6735,384,QA Engineer,193
22800,6425,126,Developer,159
22801,7688,145,Tech Lead,59
22802,3681,432,Business Analyst,110
22803,7297,182,Developer,46
22804,2474,229,Developer,52
22805,4280,47,QA Engineer,207
22806,5803,188,Developer,178
22807,9803,227,Project Manager,113
22808,3442,127,Developer,43
22809,7040,229,QA Engineer,68
22810,6055,485,Business Analyst,34
22811,6376,63,Tech Lead,130
22812,6611,421,Business Analyst,55
22813,6102,147,Project Manager,158
22814,3403,130,QA Engineer,96
22815,1728,237,QA Engineer,69
22816,5015,450,Business Analyst,209
22817,6997,274,Business Analyst,86
22818,9934,477,Business Analyst,118
22819,663,297,QA Engineer,139
22820,656,61,Business Analyst,46
22821,1158,457,QA Engineer,64
22822,7531,161,Developer,40
22823,9893,79,Tech Lead,145
22824,8586,3,Project Manager,118
22825,69,267,Project Manager,61
22826,7914,12,Tech Lead,94
22827,6779,4,Business Analyst,31
22828,1606,361,Developer,37
22829,5325,38,QA Engineer,105
22830,6885,253,Tech Lead,116
22831,4146,209,Developer,88
22832,2990,439,Developer,117
22833,2697,121,Tech Lead,77
22834,2512,150,Tech Lead,197
22835,669,129,Business Analyst,144
22836,6274,229,Project Manager,161
22837,8393,26,Business Analyst,189
22838,8718,206,Business Analyst,58
22839,5968,243,Business Analyst,24
22840,1194,20,Developer,147
22841,1487,11,Developer,50
22842,1973,227,Business Analyst,39
22843,348,436,QA Engineer,203
22844,5466,493,Project Manager,109
22845,5457,8,Tech Lead,23
22846,3272,121,QA Engineer,134
22847,4702,416,Tech Lead,92
22848,3323,132,Developer,147
22849,2421,275,Tech Lead,88
22850,3721,168,Developer,113
22851,3416,65,Tech Lead,84
22852,6782,121,Project Manager,78
22853,1516,185,Developer,101
22854,7311,256,Project Manager,179
22855,7168,17,QA Engineer,47
22856,9742,454,Developer,33
22857,2927,19,Business Analyst,202
22858,9452,356,Tech Lead,54
22859,4385,415,QA Engineer,79
22860,6089,318,Business Analyst,111
22861,8659,397,Developer,162
22862,5278,85,Tech Lead,109
22863,1727,354,Developer,95
22864,1212,258,Business Analyst,74
22865,3498,143,QA Engineer,62
22866,994,166,Developer,123
22867,2664,387,Project Manager,24
22868,7641,115,Business Analyst,37
22869,218,83,Developer,81
22870,4456,27,Business Analyst,17
22871,8559,46,Tech Lead,134
22872,4145,169,Project Manager,33
22873,4108,464,QA Engineer,62
22874,1731,428,Project Manager,195
22875,8645,152,Developer,35
22876,8992,79,Project Manager,107
22877,2682,353,Developer,175
22878,2762,286,Developer,186
22879,7210,58,Developer,65
22880,4157,153,Developer,19
22881,7921,174,Business Analyst,31
22882,6416,117,QA Engineer,194
22883,5093,228,Project Manager,196
22884,1603,132,Business Analyst,77
22885,2791,148,Developer,25
22886,561,166,Developer,205
22887,6963,349,QA Engineer,36
22888,2197,240,Project Manager,203
22889,3467,385,Developer,190
22890,5363,222,Business Analyst,101
22891,2068,40,Business Analyst,110
22892,8976,14,Business Analyst,200
22893,1107,471,Business Analyst,81
22894,878,135,Tech Lead,29
22895,7583,176,Project Manager,91
22896,9267,185,Business Analyst,182
22897,939,156,QA Engineer,29
22898,5245,341,Tech Lead,119
22899,8167,131,Project Manager,151
22900,8547,415,Developer,47
22901,3376,232,Business Analyst,36
22902,1638,370,QA Engineer,206
22903,6587,139,Developer,42
22904,2077,31,Business Analyst,22
22905,6779,368,Business Analyst,201
22906,684,160,Business Analyst,124
22907,4502,255,Tech Lead,81
22908,6893,80,Project Manager,134
22909,2419,275,QA Engineer,206
22910,7500,453,Business Analyst,109
22911,450,157,Business Analyst,77
22912,7977,237,Project Manager,42
22913,7873,372,Developer,14
22914,7060,97,Project Manager,209
22915,7451,381,Developer,113
22916,4977,494,Developer,114
22917,5661,442,Business Analyst,11
22918,5363,354,QA Engineer,197
22919,7754,176,Developer,152
22920,1879,108,Project Manager,27
22921,6383,286,Developer,72
22922,4941,38,Project Manager,122
22923,5334,12,QA Engineer,100
22924,803,296,Business Analyst,183
22925,9632,35,Developer,111
22926,6102,240,Business Analyst,18
22927,181,441,Developer,199
22928,1918,125,Project Manager,31
22929,9536,115,Developer,10
22930,2482,34,Tech Lead,130
22931,6425,37,Developer,204
22932,1873,342,QA Engineer,208
22933,3485,18,Business Analyst,189
22934,9741,147,Tech Lead,89
22935,6870,295,Developer,157
22936,1672,21,Developer,10
22937,5904,234,QA Engineer,58
22938,7405,142,QA Engineer,157
22939,9210,180,QA Engineer,150
22940,6717,436,QA Engineer,105
22941,410,305,Business Analyst,179
22942,4885,228,QA Engineer,190
22943,8929,232,Project Manager,120
22944,7082,146,Project Manager,151
22945,6419,221,QA Engineer,155
22946,7742,436,Project Manager,127
22947,4635,89,Developer,118
22948,3376,114,QA Engineer,150
22949,6393,490,Tech Lead,172
22950,7152,385,Business Analyst,204
22951,9567,313,Business Analyst,202
22952,1354,46,Developer,170
22953,9502,461,Project Manager,80
22954,523,494,Developer,125
22955,4330,471,Developer,103
22956,4543,285,Business Analyst,188
22957,1983,385,QA Engineer,11
22958,9824,68,Tech Lead,175
22959,2275,253,QA Engineer,176
22960,2508,112,Tech Lead,168
22961,2388,313,Tech Lead,63
22962,5192,310,Developer,131
22963,7756,14,Tech Lead,23
22964,1173,383,Developer,63
22965,2094,463,Business Analyst,45
22966,6566,75,Developer,108
22967,5595,469,Business Analyst,183
22968,9467,204,Business Analyst,44
22969,1649,278,Project Manager,162
22970,8845,2,QA Engineer,68
22971,6289,376,Project Manager,201
22972,2597,182,QA Engineer,65
22973,9316,280,Business Analyst,135
22974,5674,80,Business Analyst,134
22975,6396,49,Project Manager,57
22976,7861,243,Tech Lead,170
22977,5486,52,Project Manager,142
22978,5334,313,Project Manager,60
22979,6205,115,Project Manager,72
22980,255,57,Business Analyst,97
22981,5104,424,Developer,131
22982,6102,274,Tech Lead,113
22983,5539,248,QA Engineer,75
22984,8119,23,Project Manager,31
22985,4174,54,QA Engineer,191
22986,9293,331,QA Engineer,23
22987,1267,331,Tech Lead,42
22988,7471,76,Project Manager,176
22989,9288,330,Developer,22
22990,6298,358,Project Manager,58
22991,4021,175,QA Engineer,169
22992,4114,358,QA Engineer,118
22993,7106,462,Tech Lead,49
22994,8072,400,Business Analyst,51
22995,814,342,Business Analyst,161
22996,3660,323,Project Manager,196
22997,7384,235,Business Analyst,180
22998,2279,174,QA Engineer,148
22999,7954,54,Project Manager,118
23000,8050,123,QA Engineer,92
23001,6241,413,Tech Lead,32
23002,9819,481,Developer,81
23003,7177,238,Business Analyst,35
23004,6645,359,Developer,73
23005,8372,143,Project Manager,129
23006,9171,280,Tech Lead,68
23007,4378,360,Tech Lead,200
23008,7424,298,Business Analyst,140
23009,6315,58,Business Analyst,120
23010,290,133,Developer,31
23011,253,8,Business Analyst,122
23012,2359,210,Business Analyst,202
23013,3729,169,QA Engineer,137
23014,852,102,Business Analyst,69
23015,1661,206,Business Analyst,170
23016,9011,359,Business Analyst,163
23017,2972,143,Developer,165
23018,8563,223,Business Analyst,192
23019,1376,483,QA Engineer,59
23020,6827,298,QA Engineer,99
23021,9816,458,Project Manager,191
23022,7756,498,QA Engineer,67
23023,9820,428,Tech Lead,199
23024,802,402,Developer,156
23025,9484,332,Project Manager,194
23026,6899,205,QA Engineer,185
23027,2649,292,Tech Lead,18
23028,3009,446,Tech Lead,152
23029,5304,233,Tech Lead,177
23030,4488,435,Tech Lead,67
23031,8013,441,QA Engineer,205
23032,5989,435,QA Engineer,163
23033,1528,275,QA Engineer,21
23034,2723,302,Developer,53
23035,8393,46,Business Analyst,195
23036,2588,178,Project Manager,118
23037,338,255,QA Engineer,81
23038,2563,481,Tech Lead,120
23039,2468,486,Developer,118
23040,1163,143,Business Analyst,85
23041,659,78,Developer,88
23042,2302,375,Tech Lead,96
23043,6802,275,QA Engineer,42
23044,2029,342,QA Engineer,57
23045,5566,24,Tech Lead,141
23046,5036,273,Project Manager,47
23047,9278,435,Business Analyst,151
23048,7089,373,Business Analyst,45
23049,956,465,Tech Lead,193
23050,8931,10,QA Engineer,95
23051,3807,405,QA Engineer,58
23052,5024,222,Project Manager,124
23053,6789,184,Project Manager,31
23054,9081,321,Project Manager,115
23055,6225,267,Developer,165
23056,5546,485,Project Manager,168
23057,39,434,QA Engineer,26
23058,3999,109,QA Engineer,181
23059,8204,472,Developer,145
23060,7981,387,Tech Lead,163
23061,8309,378,Tech Lead,36
23062,8021,323,QA Engineer,65
23063,5579,275,Project Manager,18
23064,3370,239,Tech Lead,25
23065,3639,455,Project Manager,104
23066,6730,210,Tech Lead,87
23067,2336,198,Project Manager,57
23068,2958,411,Tech Lead,139
23069,3011,103,Tech Lead,16
23070,4008,46,Tech Lead,36
23071,2539,47,Tech Lead,123
23072,8738,487,QA Engineer,180
23073,7969,332,QA Engineer,151
23074,3595,447,QA Engineer,16
23075,1933,432,Project Manager,120
23076,5064,248,QA Engineer,119
23077,2803,250,Project Manager,207
23078,5400,309,Tech Lead,72
23079,3068,50,Business Analyst,44
23080,2021,497,Developer,54
23081,9028,419,Project Manager,187
23082,2666,275,Business Analyst,157
23083,6543,13,Tech Lead,152
23084,1141,321,Project Manager,203
23085,9133,76,Developer,157
23086,4519,11,QA Engineer,90
23087,6089,161,Tech Lead,80
23088,6302,194,Developer,186
23089,9159,37,Developer,72
23090,5497,126,QA Engineer,193
23091,2697,355,Project Manager,38
23092,6508,98,Project Manager,12
23093,3026,489,Project Manager,158
23094,701,181,Developer,141
23095,3808,15,Business Analyst,61
23096,1173,416,Project Manager,77
23097,9395,345,QA Engineer,82
23098,6278,397,Tech Lead,208
23099,8316,83,Business Analyst,79
23100,5520,467,Developer,197
23101,8019,204,Developer,118
23102,3708,388,QA Engineer,101
23103,3027,45,QA Engineer,70
23104,8311,413,QA Engineer,26
23105,3685,153,QA Engineer,205
23106,9644,206,Project Manager,71
23107,4396,217,QA Engineer,117
23108,4660,329,Business Analyst,91
23109,5042,94,Tech Lead,201
23110,6859,81,Project Manager,183
23111,1201,99,Project Manager,70
23112,8384,36,QA Engineer,29
23113,6889,174,QA Engineer,84
23114,2843,143,Tech Lead,177
23115,6219,188,Business Analyst,101
23116,625,322,Tech Lead,201
23117,943,87,Tech Lead,138
23118,8854,271,QA Engineer,78
23119,7808,281,QA Engineer,27
23120,2646,225,Developer,195
23121,8275,80,Business Analyst,101
23122,9629,75,QA Engineer,58
23123,3962,9,Developer,82
23124,5854,256,QA Engineer,204
23125,5535,167,Business Analyst,47
23126,126,345,Tech Lead,135
23127,8954,486,Project Manager,119
23128,5275,253,Developer,119
23129,2764,350,Developer,122
23130,9620,446,Project Manager,23
23131,9811,379,QA Engineer,194
23132,4702,38,QA Engineer,47
23133,7850,369,Project Manager,162
23134,803,93,Project Manager,165
23135,73,103,Developer,103
23136,373,494,Developer,14
23137,219,365,Business Analyst,145
23138,5508,252,Project Manager,140
23139,1113,187,Tech Lead,56
23140,704,124,Developer,78
23141,4728,81,Tech Lead,184
23142,675,447,QA Engineer,117
23143,3524,407,Project Manager,207
23144,7078,18,Developer,99
23145,5560,376,Business Analyst,84
23146,4945,37,Business Analyst,203
23147,3043,357,QA Engineer,120
23148,6363,26,QA Engineer,150
23149,9371,341,Tech Lead,86
23150,956,269,QA Engineer,90
23151,3598,180,QA Engineer,195
23152,705,496,QA Engineer,114
23153,522,77,Business Analyst,72
23154,7581,69,Developer,123
23155,5629,385,Business Analyst,45
23156,4675,316,Developer,90
23157,8651,375,Project Manager,46
23158,852,53,QA Engineer,32
23159,5435,199,QA Engineer,95
23160,138,487,QA Engineer,176
23161,4309,341,Tech Lead,57
23162,5854,1,Tech Lead,101
23163,9247,370,Developer,52
23164,8509,63,Business Analyst,46
23165,6060,107,Project Manager,21
23166,4437,173,Tech Lead,100
23167,6852,39,Tech Lead,95
23168,6098,402,Business Analyst,200
23169,6361,71,Tech Lead,195
23170,3060,96,Tech Lead,159
23171,1469,293,Tech Lead,162
23172,5222,242,Developer,167
23173,1528,391,QA Engineer,111
23174,7131,463,Project Manager,113
23175,5901,362,Business Analyst,175
23176,545,306,Tech Lead,199
23177,7188,261,QA Engineer,146
23178,8617,294,Business Analyst,109
